episode,total_reward,best_q_reward
76,58.68250186699898,186.1883020401001
77,58.675037798058696,184.2227759361267
78,58.67592325105788,182.553569316864
79,58.671347288275285,183.8762936592102
80,56.41414066951868,178.93517351150513
81,56.40863317624066,178.49735069274902
82,56.40790730651192,182.41254806518555
83,56.41384269930395,180.81979751586914
84,58.671150776584476,189.11200428009033
85,58.67215316217445,188.99976634979248
86,56.408834122226516,182.15795278549194
87,54.15709169992947,181.10347032546997
88,56.403680139026704,189.36985158920288
89,54.159324817059,184.4464201927185
90,56.41651215562856,196.8587522506714
91,54.15101800837213,189.25128078460693
92,56.41940672774318,198.32692193984985
93,54.16148077491101,187.24714708328247
94,56.42088621876244,200.62052822113037
95,56.41955207844143,194.98690557479858
96,58.67624283153685,219.6987805366516
97,56.41861260640037,204.39077615737915
98,58.68066105992017,214.38748502731323
99,58.677086093664094,216.31261777877808
100,58.677265528288956,213.90854215621948
101,58.67611185001345,218.1300015449524
102,58.678654877065334,213.5249252319336
103,58.679275522374596,219.4653444290161
104,58.67869031018893,223.899423122406
105,58.678909081046385,223.5502872467041
106,58.683508633705,226.21784019470215
107,58.685485499648706,238.1310019493103
108,60.93774204944954,232.434401512146
109,58.67941340863024,229.0849733352661
110,58.67718198645068,232.6426420211792
111,56.4170834665979,229.20212697982788
112,56.41974801216734,221.69639492034912
113,58.67150620953366,234.8194122314453
114,58.66396907616971,238.06340265274048
115,49.64327440528092,193.6507978439331
116,56.411511776781055,234.16580772399902
117,60.931158288103795,248.24879550933838
118,60.93200570506634,256.74852561950684
119,58.67699572697045,232.05551528930664
120,58.68332448626355,243.3511085510254
121,56.418017495578866,231.47524452209473
122,56.41592034583318,235.2747287750244
123,56.4250955401111,247.41073989868164
124,54.15843022481258,224.66316413879395
125,51.90074254476061,229.07462692260742
126,56.41600059239066,258.5185375213623
127,56.4187977599936,244.5378007888794
128,54.14774815130808,239.78630352020264
129,45.127041643975076,196.75160121917725
130,49.601669038421576,218.07729816436768
131,45.12608830947773,203.98531818389893
132,58.65215006649248,257.04154109954834
133,85.67565204431415,388.6562147140503
134,78.86085204966723,370.72353172302246
135,47.385632476831695,246.35837364196777
136,58.67895217036073,312.43220806121826
137,56.416123217901564,294.64604091644287
138,63.147960800546166,318.04731845855713
139,49.62794458919607,252.15038585662842
140,63.14408005602563,317.2496280670166
141,60.92333714862708,316.17219734191895
142,58.664541496965384,283.8221197128296
143,49.637453083095394,269.09475326538086
144,56.4227692848196,304.71557903289795
145,60.917082323777706,306.49835681915283
146,54.14948627484689,285.91698455810547
147,58.67791213986157,316.68731689453125
148,56.40875401896546,294.7942085266113
149,63.17543861959692,352.59050464630127
150,60.92654627143388,340.04861545562744
151,67.68840222348297,365.106369972229
152,54.15188154160049,295.6427364349365
153,56.40873871833661,310.38503074645996
154,60.92473046800036,335.8856782913208
155,54.16227715171007,303.66959285736084
156,51.89283116370573,288.4108142852783
157,51.85884722028054,275.51182746887207
158,63.0660585886789,359.8914403915405
159,47.285905110547255,275.48841094970703
160,58.57268825444563,330.2198190689087
161,47.30399695382584,260.0695734024048
162,54.06367256937733,296.34655475616455
163,60.824274315517584,346.8503065109253
164,56.3413616664087,319.95494556427
165,58.583943906171726,343.1999683380127
166,56.33442956365719,322.66822719573975
167,63.08394092937111,369.18768310546875
168,56.3469325883144,331.1629629135132
169,56.346405372330885,328.5541133880615
170,56.346072936978366,337.8720941543579
171,56.348137664611784,332.9189805984497
172,56.34391928366648,338.51547622680664
173,56.3439458106746,336.83423233032227
174,56.341518751122265,338.88745403289795
175,58.5856839281471,346.1589107513428
176,60.82451438119798,363.55810928344727
177,60.828481937094956,375.8706293106079
178,58.58021095092027,354.0834722518921
179,58.5873158019653,364.14958667755127
180,58.57593697730064,351.89799404144287
181,58.57197997120548,371.6239404678345
182,58.58141510798225,372.2707624435425
183,58.56658451471313,375.9201421737671
184,63.06849512325565,394.87864112854004
185,67.56481787163052,429.9161491394043
186,60.827605608474,388.30908393859863
187,58.5885639679034,376.10415744781494
188,56.339356339598375,362.35993480682373
189,63.094039513232985,416.5535955429077
190,54.11508645382292,370.89661693573
191,87.72147443579063,601.786750793457
192,58.58833164777151,406.1051445007324
193,63.17205516834107,442.3487434387207
194,47.36485271369004,344.55126667022705
195,58.47051477036447,411.69405364990234
196,58.59134379489358,442.4664468765259
197,188.7162975729667,2409.303738594055
198,188.21670394944357,7270.427431106567
199,187.9235983485728,8438.42345237732
200,181.29620352678475,9437.431997299194
201,188.95864204023044,10308.715436935425
202,168.22374639715466,8901.211013793945
203,146.16638226703253,9023.806297302246
204,165.80711146826945,8969.643669128418
205,155.10378102759327,8676.22289276123
206,152.54157417295036,8445.067226409912
207,161.45391474130182,8181.825428009033
208,139.54307751196632,7289.273067474365
209,132.81199629637896,6866.1884689331055
210,134.9437276823042,7325.493186950684
211,156.76415123562813,8045.115684509277
212,174.46506678662,7476.604473114014
213,188.55259798779454,9486.115505218506
214,185.82829944520293,9219.425426483154
215,189.12496772008606,8620.797588348389
216,188.91110989674607,8994.522281646729
217,168.28054707511475,8188.04146194458
218,181.3373763074604,8586.98231124878
219,172.69354996063603,9171.943729400635
220,184.12565310208666,8638.983501434326
221,189.62000896252954,9454.707866668701
222,189.3999300259503,9251.15119934082
223,189.40657701589015,9651.729888916016
224,189.74626083475326,9900.559940338135
225,189.07798802250807,8834.69393157959
226,189.05885005403098,8972.855323791504
227,189.39178153242295,8927.921333312988
228,189.2269457770738,9114.290893554688
229,189.11339265089154,9733.092784881592
230,189.0703834695531,8929.733348846436
231,188.3145469654633,8974.492877960205
232,188.51172855252466,9214.904518127441
233,186.897477083113,8937.049854278564
234,186.85562575038335,8629.854488372803
235,188.85201092807145,8552.576972961426
236,188.2881412024749,8518.152519226074
237,152.27236286756974,6656.927234649658
238,148.0961882265179,6778.583595275879
239,155.21394084575854,7031.004287719727
240,148.58160714266475,6417.913970947266
241,143.84350030462912,6327.429786682129
242,146.27813141399537,6374.703628540039
243,137.2442337434102,6065.054779052734
244,139.39799004912422,6176.123970031738
245,141.78488644355002,6359.600524902344
246,139.45485589301677,6439.1533203125
247,166.3540724223035,7634.443687438965
248,189.67255982032455,8267.111881256104
249,189.24685803383267,8258.875045776367
250,189.53460523936675,8273.99617767334
251,188.57429696352003,8500.443729400635
252,188.83966033992021,8477.302669525146
253,188.63963356861362,8334.618919372559
254,189.05532280309836,8516.156936645508
255,189.06158916275814,8200.50789642334
256,189.28990335517304,8495.83316040039
257,188.8415852731995,8602.656150817871
258,189.18933542047398,8585.034698486328
259,189.31195315892904,8495.606941223145
260,189.3156423954642,8574.085838317871
261,189.10204801646293,8523.8775100708
262,188.82200199087444,8268.1371383667
263,189.09697097954722,8286.020156860352
264,189.3577890833361,8419.234428405762
265,188.92569123279443,8246.108436584473
266,188.81248686094247,8297.535377502441
267,189.080526547839,8325.532501220703
268,189.14246465406617,8421.933387756348
269,188.51321540023613,8331.832443237305
270,188.96639618246968,8382.277366638184
271,189.14421206030448,8284.739318847656
272,189.1738114694384,8242.223838806152
273,188.52456324677317,8228.792282104492
274,187.80991799033325,8518.461647033691
275,167.35367238232328,7373.873153686523
276,188.23783700724587,8347.445755004883
277,188.16682664764096,8389.774536132812
278,187.69100408142128,8366.71002960205
279,159.33194898363553,6924.545967102051
280,165.8106428025799,7216.456024169922
281,187.3750129082413,8307.814674377441
282,178.72233022845592,7949.890274047852
283,161.83414075048069,7087.4555740356445
284,154.74101766973945,6820.850273132324
285,179.0859722763329,7825.86385345459
286,189.47753915012717,8287.551025390625
287,159.87173773779753,7170.800262451172
288,189.58698087825533,8076.153114318848
289,189.4119131343628,7992.144805908203
290,188.93647859748785,8059.338066101074
291,189.540098421809,8130.7880859375
292,189.34638361435356,8014.576843261719
293,189.060064416447,8016.023246765137
294,189.61252078383254,8042.438430786133
295,188.95021175445368,8237.570991516113
296,167.73239609603232,7281.709083557129
297,159.12793474323473,6762.4711990356445
298,163.40671719170675,5129.161609649658
299,168.09009619986574,4481.499393463135
300,159.15319295205447,4341.589569091797
